Time,CORE_ZN:ATLANTA-HARTSFIELD.JACKSON.INTL.AP_GA_USA ANN HTG 99.6% CONDNS DB:Des Heat Load [W],CORE_ZN:ATLANTA-HARTSFIELD.JACKSON.INTL.AP_GA_USA ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],CORE_ZN:ATLANTA-HARTSFIELD.JACKSON.INTL.AP_GA_USA ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],CORE_ZN:ATLANTA-HARTSFIELD.JACKSON.INTL.AP_GA_USA ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_ZN_1:ATLANTA-HARTSFIELD.JACKSON.INTL.AP_GA_USA ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_ZN_1:ATLANTA-HARTSFIELD.JACKSON.INTL.AP_GA_USA ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_ZN_1:ATLANTA-HARTSFIELD.JACKSON.INTL.AP_GA_USA ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_ZN_1:ATLANTA-HARTSFIELD.JACKSON.INTL.AP_GA_USA ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_ZN_2:ATLANTA-HARTSFIELD.JACKSON.INTL.AP_GA_USA ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_ZN_2:ATLANTA-HARTSFIELD.JACKSON.INTL.AP_GA_USA ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_ZN_2:ATLANTA-HARTSFIELD.JACKSON.INTL.AP_GA_USA ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_ZN_2:ATLANTA-HARTSFIELD.JACKSON.INTL.AP_GA_USA ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_ZN_3:ATLANTA-HARTSFIELD.JACKSON.INTL.AP_GA_USA ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_ZN_3:ATLANTA-HARTSFIELD.JACKSON.INTL.AP_GA_USA ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_ZN_3:ATLANTA-HARTSFIELD.JACKSON.INTL.AP_GA_USA ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_ZN_3:ATLANTA-HARTSFIELD.JACKSON.INTL.AP_GA_USA ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_ZN_4:ATLANTA-HARTSFIELD.JACKSON.INTL.AP_GA_USA ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_ZN_4:ATLANTA-HARTSFIELD.JACKSON.INTL.AP_GA_USA ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_ZN_4:ATLANTA-HARTSFIELD.JACKSON.INTL.AP_GA_USA ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_ZN_4:ATLANTA-HARTSFIELD.JACKSON.INTL.AP_GA_USA ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s]
00:01:00,1.133019E+03,3.389146E+03,5.555587E-02,2.602412E-01,4.247404E+03,1.896428E+03,2.192256E-01,1.336750E-01,2.522169E+03,1.538021E+03,1.236678E-01,1.181012E-01,4.096139E+03,2.417339E+03,2.008436E-01,1.856218E-01,2.570868E+03,1.637824E+03,1.260556E-01,1.257649E-01
00:02:00,1.132086E+03,3.388195E+03,5.551013E-02,2.601683E-01,4.247149E+03,1.894715E+03,2.192125E-01,1.335543E-01,2.522024E+03,1.536830E+03,1.236607E-01,1.180098E-01,4.095849E+03,2.415598E+03,2.008294E-01,1.854882E-01,2.570725E+03,1.636326E+03,1.260486E-01,1.256499E-01
00:03:00,1.131154E+03,3.387247E+03,5.546441E-02,2.600954E-01,4.246894E+03,1.893015E+03,2.191993E-01,1.334344E-01,2.521880E+03,1.535646E+03,1.236536E-01,1.179189E-01,4.095560E+03,2.413869E+03,2.008152E-01,1.853554E-01,2.570582E+03,1.634837E+03,1.260416E-01,1.255355E-01
00:04:00,1.130222E+03,3.386301E+03,5.541873E-02,2.600228E-01,4.246640E+03,1.891328E+03,2.191862E-01,1.333155E-01,2.521736E+03,1.534470E+03,1.236465E-01,1.178285E-01,4.095271E+03,2.412152E+03,2.008010E-01,1.852236E-01,2.570439E+03,1.633355E+03,1.260345E-01,1.254217E-01
00:05:00,1.129291E+03,3.385356E+03,5.537308E-02,2.599503E-01,4.246385E+03,1.889654E+03,2.191731E-01,1.331975E-01,2.521592E+03,1.533301E+03,1.236395E-01,1.177388E-01,4.094982E+03,2.410446E+03,2.007869E-01,1.850926E-01,2.570296E+03,1.631876E+03,1.260275E-01,1.253082E-01
00:06:00,1.128361E+03,3.384414E+03,5.532746E-02,2.598779E-01,4.246131E+03,1.887993E+03,2.191599E-01,1.330804E-01,2.521448E+03,1.532140E+03,1.236324E-01,1.176497E-01,4.094693E+03,2.408753E+03,2.007727E-01,1.849625E-01,2.570153E+03,1.630406E+03,1.260205E-01,1.251953E-01
00:07:00,1.128367E+03,3.383721E+03,5.532777E-02,2.598247E-01,4.246133E+03,1.886500E+03,2.191600E-01,1.329752E-01,2.521449E+03,1.531033E+03,1.236325E-01,1.175647E-01,4.094695E+03,2.407167E+03,2.007728E-01,1.848408E-01,2.570154E+03,1.628993E+03,1.260206E-01,1.250868E-01
00:08:00,1.128374E+03,3.383030E+03,5.532808E-02,2.597717E-01,4.246135E+03,1.885010E+03,2.191601E-01,1.328702E-01,2.521450E+03,1.529928E+03,1.236325E-01,1.174798E-01,4.094698E+03,2.405584E+03,2.007729E-01,1.847192E-01,2.570155E+03,1.627582E+03,1.260206E-01,1.249784E-01
00:09:00,1.128380E+03,3.382341E+03,5.532838E-02,2.597188E-01,4.246137E+03,1.883523E+03,2.191602E-01,1.327654E-01,2.521451E+03,1.528824E+03,1.236326E-01,1.173950E-01,4.094700E+03,2.404003E+03,2.007730E-01,1.845978E-01,2.570156E+03,1.626175E+03,1.260207E-01,1.248704E-01
00:10:00,1.128386E+03,3.381654E+03,5.532869E-02,2.596660E-01,4.246138E+03,1.882039E+03,2.191603E-01,1.326607E-01,2.521452E+03,1.527722E+03,1.236326E-01,1.173104E-01,4.094702E+03,2.402425E+03,2.007731E-01,1.844767E-01,2.570157E+03,1.624770E+03,1.260207E-01,1.247625E-01
00:11:00,1.128392E+03,3.380968E+03,5.532899E-02,2.596133E-01,4.246140E+03,1.880557E+03,2.191604E-01,1.325563E-01,2.521453E+03,1.526622E+03,1.236327E-01,1.172260E-01,4.094704E+03,2.400850E+03,2.007733E-01,1.843557E-01,2.570158E+03,1.623369E+03,1.260208E-01,1.246549E-01
00:12:00,1.128398E+03,3.380284E+03,5.532930E-02,2.595608E-01,4.246142E+03,1.879079E+03,2.191605E-01,1.324521E-01,2.521454E+03,1.525524E+03,1.236327E-01,1.171416E-01,4.094706E+03,2.399277E+03,2.007734E-01,1.842349E-01,2.570159E+03,1.621971E+03,1.260208E-01,1.245476E-01
00:13:00,1.128405E+03,3.379602E+03,5.532960E-02,2.595084E-01,4.246144E+03,1.877603E+03,2.191606E-01,1.323481E-01,2.521456E+03,1.524428E+03,1.236328E-01,1.170574E-01,4.094708E+03,2.397707E+03,2.007735E-01,1.841144E-01,2.570160E+03,1.620576E+03,1.260209E-01,1.244405E-01
00:14:00,1.128411E+03,3.378922E+03,5.532990E-02,2.594562E-01,4.246146E+03,1.876130E+03,2.191607E-01,1.322443E-01,2.521457E+03,1.523333E+03,1.236328E-01,1.169734E-01,4.094710E+03,2.396140E+03,2.007736E-01,1.839940E-01,2.570162E+03,1.619184E+03,1.260209E-01,1.243336E-01
00:15:00,1.128417E+03,3.378243E+03,5.533021E-02,2.594041E-01,4.246147E+03,1.874660E+03,2.191608E-01,1.321406E-01,2.521458E+03,1.522240E+03,1.236329E-01,1.168894E-01,4.094713E+03,2.394574E+03,2.007737E-01,1.838738E-01,2.570163E+03,1.617796E+03,1.260210E-01,1.242270E-01
00:16:00,1.128423E+03,3.377566E+03,5.533051E-02,2.593521E-01,4.246149E+03,1.873192E+03,2.191609E-01,1.320372E-01,2.521459E+03,1.521148E+03,1.236329E-01,1.168056E-01,4.094715E+03,2.393012E+03,2.007738E-01,1.837538E-01,2.570164E+03,1.616411E+03,1.260211E-01,1.241206E-01
00:17:00,1.128429E+03,3.376891E+03,5.533082E-02,2.593003E-01,4.246151E+03,1.871727E+03,2.191610E-01,1.319339E-01,2.521460E+03,1.520058E+03,1.236330E-01,1.167219E-01,4.094717E+03,2.391452E+03,2.007739E-01,1.836340E-01,2.570165E+03,1.615029E+03,1.260211E-01,1.240145E-01
00:18:00,1.128436E+03,3.376218E+03,5.533112E-02,2.592486E-01,4.246153E+03,1.870265E+03,2.191611E-01,1.318308E-01,2.521461E+03,1.518970E+03,1.236331E-01,1.166384E-01,4.094719E+03,2.389894E+03,2.007740E-01,1.835144E-01,2.570166E+03,1.613650E+03,1.260212E-01,1.239087E-01
00:19:00,1.128442E+03,3.375546E+03,5.533142E-02,2.591970E-01,4.246155E+03,1.868805E+03,2.191611E-01,1.317280E-01,2.521462E+03,1.517884E+03,1.236331E-01,1.165550E-01,4.094721E+03,2.388339E+03,2.007741E-01,1.833950E-01,2.570167E+03,1.612275E+03,1.260212E-01,1.238031E-01
00:20:00,1.128448E+03,3.374876E+03,5.533172E-02,2.591455E-01,4.246156E+03,1.867348E+03,2.191612E-01,1.316252E-01,2.521463E+03,1.516799E+03,1.236332E-01,1.164717E-01,4.094723E+03,2.386787E+03,2.007742E-01,1.832758E-01,2.570168E+03,1.610903E+03,1.260213E-01,1.236977E-01
00:21:00,1.128454E+03,3.374207E+03,5.533203E-02,2.590942E-01,4.246158E+03,1.865894E+03,2.191613E-01,1.315227E-01,2.521464E+03,1.515716E+03,1.236332E-01,1.163885E-01,4.094725E+03,2.385237E+03,2.007743E-01,1.831568E-01,2.570169E+03,1.609534E+03,1.260213E-01,1.235926E-01
00:22:00,1.128460E+03,3.373541E+03,5.533233E-02,2.590430E-01,4.246160E+03,1.864441E+03,2.191614E-01,1.314204E-01,2.521465E+03,1.514635E+03,1.236333E-01,1.163055E-01,4.094727E+03,2.383689E+03,2.007744E-01,1.830379E-01,2.570170E+03,1.608169E+03,1.260214E-01,1.234877E-01
00:23:00,1.128467E+03,3.372876E+03,5.533263E-02,2.589919E-01,4.246162E+03,1.862992E+03,2.191615E-01,1.313182E-01,2.521466E+03,1.513555E+03,1.236333E-01,1.162225E-01,4.094729E+03,2.382144E+03,2.007745E-01,1.829193E-01,2.570171E+03,1.606807E+03,1.260214E-01,1.233831E-01
00:24:00,1.128473E+03,3.372212E+03,5.533293E-02,2.589410E-01,4.246164E+03,1.861545E+03,2.191616E-01,1.312162E-01,2.521467E+03,1.512477E+03,1.236334E-01,1.161397E-01,4.094732E+03,2.380601E+03,2.007746E-01,1.828008E-01,2.570172E+03,1.605448E+03,1.260215E-01,1.232788E-01
00:25:00,1.128479E+03,3.371550E+03,5.533324E-02,2.588902E-01,4.246165E+03,1.860100E+03,2.191617E-01,1.311144E-01,2.521469E+03,1.511400E+03,1.236334E-01,1.160571E-01,4.094734E+03,2.379061E+03,2.007747E-01,1.826825E-01,2.570173E+03,1.604092E+03,1.260215E-01,1.231747E-01
00:26:00,1.128485E+03,3.370890E+03,5.533354E-02,2.588395E-01,4.246167E+03,1.858658E+03,2.191618E-01,1.310127E-01,2.521470E+03,1.510325E+03,1.236335E-01,1.159745E-01,4.094736E+03,2.377523E+03,2.007748E-01,1.825645E-01,2.570174E+03,1.602739E+03,1.260216E-01,1.230708E-01
00:27:00,1.128491E+03,3.370231E+03,5.533384E-02,2.587889E-01,4.246169E+03,1.857219E+03,2.191619E-01,1.309112E-01,2.521471E+03,1.509252E+03,1.236335E-01,1.158921E-01,4.094738E+03,2.375987E+03,2.007749E-01,1.824465E-01,2.570175E+03,1.601390E+03,1.260216E-01,1.229672E-01
00:28:00,1.128497E+03,3.369574E+03,5.533414E-02,2.587384E-01,4.246171E+03,1.855781E+03,2.191620E-01,1.308099E-01,2.521472E+03,1.508180E+03,1.236336E-01,1.158098E-01,4.094740E+03,2.374454E+03,2.007750E-01,1.823288E-01,2.570177E+03,1.600044E+03,1.260217E-01,1.228638E-01
00:29:00,1.128503E+03,3.368919E+03,5.533444E-02,2.586881E-01,4.246172E+03,1.854347E+03,2.191621E-01,1.307088E-01,2.521473E+03,1.507110E+03,1.236336E-01,1.157276E-01,4.094742E+03,2.372923E+03,2.007751E-01,1.822113E-01,2.570178E+03,1.598701E+03,1.260217E-01,1.227607E-01
00:30:00,1.128510E+03,3.368265E+03,5.533474E-02,2.586379E-01,4.246174E+03,1.852914E+03,2.191622E-01,1.306078E-01,2.521474E+03,1.506041E+03,1.236337E-01,1.156456E-01,4.094744E+03,2.371395E+03,2.007752E-01,1.820939E-01,2.570179E+03,1.597361E+03,1.260218E-01,1.226578E-01
00:31:00,1.128516E+03,3.367612E+03,5.533504E-02,2.585878E-01,4.246176E+03,1.851484E+03,2.191623E-01,1.305070E-01,2.521475E+03,1.504974E+03,1.236337E-01,1.155636E-01,4.094746E+03,2.369869E+03,2.007753E-01,1.819767E-01,2.570180E+03,1.596024E+03,1.260218E-01,1.225552E-01
00:32:00,1.128522E+03,3.366961E+03,5.533534E-02,2.585378E-01,4.246178E+03,1.850056E+03,2.191623E-01,1.304064E-01,2.521476E+03,1.503908E+03,1.236338E-01,1.154818E-01,4.094748E+03,2.368345E+03,2.007754E-01,1.818597E-01,2.570181E+03,1.594690E+03,1.260219E-01,1.224528E-01
00:33:00,1.128528E+03,3.366312E+03,5.533564E-02,2.584879E-01,4.246179E+03,1.848631E+03,2.191624E-01,1.303059E-01,2.521477E+03,1.502844E+03,1.236338E-01,1.154001E-01,4.094751E+03,2.366824E+03,2.007755E-01,1.817429E-01,2.570182E+03,1.593360E+03,1.260219E-01,1.223506E-01
00:34:00,1.128534E+03,3.365664E+03,5.533594E-02,2.584382E-01,4.246181E+03,1.847208E+03,2.191625E-01,1.302056E-01,2.521478E+03,1.501782E+03,1.236339E-01,1.153185E-01,4.094753E+03,2.365305E+03,2.007756E-01,1.816263E-01,2.570183E+03,1.592033E+03,1.260220E-01,1.222487E-01
00:35:00,1.128540E+03,3.365018E+03,5.533624E-02,2.583885E-01,4.246183E+03,1.845787E+03,2.191626E-01,1.301055E-01,2.521479E+03,1.500721E+03,1.236339E-01,1.152371E-01,4.094755E+03,2.363788E+03,2.007757E-01,1.815098E-01,2.570184E+03,1.590708E+03,1.260220E-01,1.221470E-01
00:36:00,1.128546E+03,3.364373E+03,5.533654E-02,2.583390E-01,4.246185E+03,1.844369E+03,2.191627E-01,1.300055E-01,2.521480E+03,1.499662E+03,1.236340E-01,1.151557E-01,4.094757E+03,2.362273E+03,2.007758E-01,1.813935E-01,2.570185E+03,1.589387E+03,1.260221E-01,1.220455E-01
00:37:00,1.128552E+03,3.363729E+03,5.533684E-02,2.582896E-01,4.246187E+03,1.842953E+03,2.191628E-01,1.299057E-01,2.521481E+03,1.498604E+03,1.236341E-01,1.150745E-01,4.094759E+03,2.360761E+03,2.007759E-01,1.812774E-01,2.570186E+03,1.588069E+03,1.260222E-01,1.219443E-01
00:38:00,1.128558E+03,3.363087E+03,5.533714E-02,2.582403E-01,4.246188E+03,1.841539E+03,2.191629E-01,1.298060E-01,2.521482E+03,1.497547E+03,1.236341E-01,1.149934E-01,4.094761E+03,2.359251E+03,2.007760E-01,1.811614E-01,2.570187E+03,1.586753E+03,1.260222E-01,1.218433E-01
00:39:00,1.128565E+03,3.362446E+03,5.533744E-02,2.581911E-01,4.246190E+03,1.840127E+03,2.191630E-01,1.297065E-01,2.521483E+03,1.496493E+03,1.236342E-01,1.149124E-01,4.094763E+03,2.357744E+03,2.007761E-01,1.810457E-01,2.570188E+03,1.585441E+03,1.260223E-01,1.217425E-01
00:40:00,1.128571E+03,3.361807E+03,5.533774E-02,2.581420E-01,4.246192E+03,1.838717E+03,2.191631E-01,1.296071E-01,2.521485E+03,1.495439E+03,1.236342E-01,1.148315E-01,4.094765E+03,2.356238E+03,2.007763E-01,1.809301E-01,2.570189E+03,1.584132E+03,1.260223E-01,1.216420E-01
00:41:00,1.128577E+03,3.361170E+03,5.533803E-02,2.580931E-01,4.246194E+03,1.837310E+03,2.191632E-01,1.295079E-01,2.521486E+03,1.494387E+03,1.236343E-01,1.147507E-01,4.094767E+03,2.354735E+03,2.007764E-01,1.808146E-01,2.570190E+03,1.582825E+03,1.260224E-01,1.215417E-01
00:42:00,1.128583E+03,3.360533E+03,5.533833E-02,2.580442E-01,4.246195E+03,1.835905E+03,2.191633E-01,1.294089E-01,2.521487E+03,1.493337E+03,1.236343E-01,1.146701E-01,4.094769E+03,2.353234E+03,2.007765E-01,1.806994E-01,2.570191E+03,1.581522E+03,1.260224E-01,1.214416E-01
00:43:00,1.128589E+03,3.359898E+03,5.533863E-02,2.579954E-01,4.246197E+03,1.834502E+03,2.191633E-01,1.293100E-01,2.521488E+03,1.492288E+03,1.236344E-01,1.145895E-01,4.094771E+03,2.351735E+03,2.007766E-01,1.805843E-01,2.570192E+03,1.580222E+03,1.260225E-01,1.213417E-01
00:44:00,1.128595E+03,3.359265E+03,5.533893E-02,2.579468E-01,4.246199E+03,1.833101E+03,2.191634E-01,1.292113E-01,2.521489E+03,1.491241E+03,1.236344E-01,1.145091E-01,4.094773E+03,2.350238E+03,2.007767E-01,1.804693E-01,2.570193E+03,1.578924E+03,1.260225E-01,1.212421E-01
00:45:00,1.128601E+03,3.358632E+03,5.533923E-02,2.578982E-01,4.246201E+03,1.831703E+03,2.191635E-01,1.291127E-01,2.521490E+03,1.490195E+03,1.236345E-01,1.144288E-01,4.094776E+03,2.348744E+03,2.007768E-01,1.803546E-01,2.570195E+03,1.577629E+03,1.260226E-01,1.211427E-01
00:46:00,1.128607E+03,3.358001E+03,5.533952E-02,2.578498E-01,4.246202E+03,1.830306E+03,2.191636E-01,1.290142E-01,2.521491E+03,1.489150E+03,1.236345E-01,1.143485E-01,4.094778E+03,2.347252E+03,2.007769E-01,1.802400E-01,2.570196E+03,1.576337E+03,1.260226E-01,1.210435E-01
00:47:00,1.128613E+03,3.357372E+03,5.533982E-02,2.578015E-01,4.246204E+03,1.828912E+03,2.191637E-01,1.289160E-01,2.521492E+03,1.488107E+03,1.236346E-01,1.142685E-01,4.094780E+03,2.345762E+03,2.007770E-01,1.801256E-01,2.570197E+03,1.575049E+03,1.260227E-01,1.209445E-01
00:48:00,1.128619E+03,3.356744E+03,5.534012E-02,2.577532E-01,4.246206E+03,1.827520E+03,2.191638E-01,1.288179E-01,2.521493E+03,1.487066E+03,1.236346E-01,1.141885E-01,4.094782E+03,2.344274E+03,2.007771E-01,1.800114E-01,2.570198E+03,1.573763E+03,1.260227E-01,1.208458E-01
00:49:00,1.128625E+03,3.356117E+03,5.534041E-02,2.577051E-01,4.246208E+03,1.826131E+03,2.191639E-01,1.287199E-01,2.521494E+03,1.486026E+03,1.236347E-01,1.141086E-01,4.094784E+03,2.342789E+03,2.007772E-01,1.798973E-01,2.570199E+03,1.572480E+03,1.260228E-01,1.207472E-01
00:50:00,1.128631E+03,3.355492E+03,5.534071E-02,2.576571E-01,4.246209E+03,1.824743E+03,2.191640E-01,1.286221E-01,2.521495E+03,1.484987E+03,1.236347E-01,1.140289E-01,4.094786E+03,2.341305E+03,2.007773E-01,1.797834E-01,2.570200E+03,1.571199E+03,1.260228E-01,1.206489E-01
00:51:00,1.128637E+03,3.354868E+03,5.534101E-02,2.576092E-01,4.246211E+03,1.823357E+03,2.191641E-01,1.285244E-01,2.521496E+03,1.483950E+03,1.236348E-01,1.139492E-01,4.094788E+03,2.339824E+03,2.007774E-01,1.796696E-01,2.570201E+03,1.569922E+03,1.260229E-01,1.205508E-01
00:52:00,1.128643E+03,3.354245E+03,5.534130E-02,2.575614E-01,4.246213E+03,1.821973E+03,2.191642E-01,1.284269E-01,2.521497E+03,1.482914E+03,1.236348E-01,1.138697E-01,4.094790E+03,2.338344E+03,2.007775E-01,1.795560E-01,2.570202E+03,1.568647E+03,1.260229E-01,1.204529E-01
00:53:00,1.128649E+03,3.353623E+03,5.534160E-02,2.575136E-01,4.246215E+03,1.820592E+03,2.191642E-01,1.283295E-01,2.521498E+03,1.481880E+03,1.236349E-01,1.137903E-01,4.094792E+03,2.336867E+03,2.007776E-01,1.794426E-01,2.570203E+03,1.567375E+03,1.260230E-01,1.203552E-01
00:54:00,1.128655E+03,3.353003E+03,5.534189E-02,2.574660E-01,4.246216E+03,1.819212E+03,2.191643E-01,1.282322E-01,2.521499E+03,1.480846E+03,1.236349E-01,1.137109E-01,4.094794E+03,2.335392E+03,2.007777E-01,1.793293E-01,2.570204E+03,1.566105E+03,1.260230E-01,1.202578E-01
00:55:00,1.128661E+03,3.352384E+03,5.534219E-02,2.574185E-01,4.246218E+03,1.817834E+03,2.191644E-01,1.281351E-01,2.521500E+03,1.479815E+03,1.236350E-01,1.136317E-01,4.094796E+03,2.333918E+03,2.007778E-01,1.792162E-01,2.570205E+03,1.564838E+03,1.260231E-01,1.201605E-01
00:56:00,1.128667E+03,3.351766E+03,5.534248E-02,2.573710E-01,4.246220E+03,1.816458E+03,2.191645E-01,1.280381E-01,2.521501E+03,1.478784E+03,1.236350E-01,1.135526E-01,4.094798E+03,2.332447E+03,2.007779E-01,1.791032E-01,2.570206E+03,1.563574E+03,1.260231E-01,1.200634E-01
00:57:00,1.128673E+03,3.351150E+03,5.534278E-02,2.573237E-01,4.246221E+03,1.815084E+03,2.191646E-01,1.279413E-01,2.521502E+03,1.477755E+03,1.236351E-01,1.134736E-01,4.094800E+03,2.330978E+03,2.007780E-01,1.789904E-01,2.570207E+03,1.562313E+03,1.260232E-01,1.199665E-01
00:58:00,1.128679E+03,3.350534E+03,5.534307E-02,2.572764E-01,4.246223E+03,1.813713E+03,2.191647E-01,1.278446E-01,2.521503E+03,1.476728E+03,1.236351E-01,1.133947E-01,4.094802E+03,2.329511E+03,2.007781E-01,1.788777E-01,2.570208E+03,1.561054E+03,1.260232E-01,1.198699E-01
00:59:00,1.128685E+03,3.349920E+03,5.534337E-02,2.572293E-01,4.246225E+03,1.812343E+03,2.191648E-01,1.277480E-01,2.521505E+03,1.475701E+03,1.236352E-01,1.133158E-01,4.094804E+03,2.328045E+03,2.007782E-01,1.787652E-01,2.570209E+03,1.559797E+03,1.260233E-01,1.197734E-01
01:00:00,1.128691E+03,3.349307E+03,5.534366E-02,2.571822E-01,4.246227E+03,1.810975E+03,2.191649E-01,1.276516E-01,2.521506E+03,1.474676E+03,1.236352E-01,1.132371E-01,4.094806E+03,2.326582E+03,2.007783E-01,1.786528E-01,2.570210E+03,1.558544E+03,1.260233E-01,1.196771E-01
01:01:00,1.128697E+03,3.348696E+03,5.534396E-02,2.571352E-01,4.246228E+03,1.809629E+03,2.191650E-01,1.275567E-01,2.521507E+03,1.473665E+03,1.236353E-01,1.131595E-01,4.094808E+03,2.325140E+03,2.007784E-01,1.785421E-01,2.570211E+03,1.557305E+03,1.260234E-01,1.195820E-01
01:02:00,1.128703E+03,3.348085E+03,5.534425E-02,2.570883E-01,4.246230E+03,1.808305E+03,2.191650E-01,1.274634E-01,2.521508E+03,1.472668E+03,1.236353E-01,1.130830E-01,4.094811E+03,2.323720E+03,2.007785E-01,1.784331E-01,2.570212E+03,1.556082E+03,1.260234E-01,1.194881E-01
01:03:00,1.128709E+03,3.347476E+03,5.534454E-02,2.570416E-01,4.246232E+03,1.807004E+03,2.191651E-01,1.273717E-01,2.521509E+03,1.471686E+03,1.236354E-01,1.130075E-01,4.094813E+03,2.322324E+03,2.007786E-01,1.783258E-01,2.570213E+03,1.554874E+03,1.260235E-01,1.193954E-01
01:04:00,1.128715E+03,3.346867E+03,5.534484E-02,2.569948E-01,4.246234E+03,1.805726E+03,2.191652E-01,1.272816E-01,2.521510E+03,1.470718E+03,1.236354E-01,1.129332E-01,4.094815E+03,2.320950E+03,2.007787E-01,1.782203E-01,2.570214E+03,1.553683E+03,1.260235E-01,1.193039E-01
01:05:00,1.128721E+03,3.346260E+03,5.534513E-02,2.569482E-01,4.246235E+03,1.804471E+03,2.191653E-01,1.271931E-01,2.521511E+03,1.469765E+03,1.236355E-01,1.128600E-01,4.094817E+03,2.319599E+03,2.007788E-01,1.781166E-01,2.570215E+03,1.552507E+03,1.260236E-01,1.192136E-01
01:06:00,1.128727E+03,3.345655E+03,5.534542E-02,2.569017E-01,4.246237E+03,1.803238E+03,2.191654E-01,1.271063E-01,2.521512E+03,1.468826E+03,1.236355E-01,1.127879E-01,4.094819E+03,2.318271E+03,2.007789E-01,1.780146E-01,2.570216E+03,1.551347E+03,1.260236E-01,1.191245E-01
01:07:00,1.128733E+03,3.345050E+03,5.534572E-02,2.568553E-01,4.246239E+03,1.802009E+03,2.191655E-01,1.270196E-01,2.521513E+03,1.467890E+03,1.236356E-01,1.127160E-01,4.094821E+03,2.316947E+03,2.007790E-01,1.779130E-01,2.570217E+03,1.550191E+03,1.260237E-01,1.190358E-01
01:08:00,1.128739E+03,3.344446E+03,5.534601E-02,2.568090E-01,4.246240E+03,1.800782E+03,2.191656E-01,1.269331E-01,2.521514E+03,1.466955E+03,1.236356E-01,1.126442E-01,4.094823E+03,2.315627E+03,2.007791E-01,1.778116E-01,2.570218E+03,1.549039E+03,1.260237E-01,1.189473E-01
01:09:00,1.128745E+03,3.343844E+03,5.534630E-02,2.567627E-01,4.246242E+03,1.799557E+03,2.191657E-01,1.268468E-01,2.521515E+03,1.466022E+03,1.236357E-01,1.125726E-01,4.094825E+03,2.314308E+03,2.007792E-01,1.777104E-01,2.570219E+03,1.547889E+03,1.260238E-01,1.188590E-01
01:10:00,1.128751E+03,3.343243E+03,5.534659E-02,2.567166E-01,4.246244E+03,1.798335E+03,2.191658E-01,1.267607E-01,2.521516E+03,1.465091E+03,1.236357E-01,1.125011E-01,4.094827E+03,2.312993E+03,2.007793E-01,1.776094E-01,2.570220E+03,1.546742E+03,1.260238E-01,1.187709E-01
01:11:00,1.128757E+03,3.342643E+03,5.534689E-02,2.566705E-01,4.246246E+03,1.797115E+03,2.191658E-01,1.266747E-01,2.521517E+03,1.464162E+03,1.236358E-01,1.124298E-01,4.094829E+03,2.311681E+03,2.007794E-01,1.775086E-01,2.570222E+03,1.545599E+03,1.260239E-01,1.186831E-01
01:12:00,1.128763E+03,3.342045E+03,5.534718E-02,2.566245E-01,4.246247E+03,1.795898E+03,2.191659E-01,1.265889E-01,2.521518E+03,1.463235E+03,1.236358E-01,1.123586E-01,4.094831E+03,2.310371E+03,2.007795E-01,1.774081E-01,2.570223E+03,1.544458E+03,1.260239E-01,1.185955E-01
01:13:00,1.128769E+03,3.341447E+03,5.534747E-02,2.565786E-01,4.246249E+03,1.794683E+03,2.191660E-01,1.265033E-01,2.521519E+03,1.462309E+03,1.236359E-01,1.122875E-01,4.094833E+03,2.309065E+03,2.007796E-01,1.773077E-01,2.570224E+03,1.543321E+03,1.260240E-01,1.185082E-01
01:14:00,1.128775E+03,3.340851E+03,5.534776E-02,2.565329E-01,4.246251E+03,1.793471E+03,2.191661E-01,1.264178E-01,2.521520E+03,1.461386E+03,1.236359E-01,1.122166E-01,4.094835E+03,2.307760E+03,2.007797E-01,1.772075E-01,2.570225E+03,1.542186E+03,1.260240E-01,1.184211E-01
